Lng,Lat,square,livingRoom,drawingRoom,kitchen,bathRoom,ladderRatio,elevator,subway,floor_new,constructionTime_new,buildingType_1.0,buildingType_2.0,buildingType_3.0,buildingType_4.0,buildingStructure_1,buildingStructure_2,buildingStructure_3,buildingStructure_4,buildingStructure_5,buildingStructure_6,totalPrice,predict_price,error
116.67755,39.890698,76.03,2,1,1,1,0.5,0,1,7,1997,0,0,0,1,0,1,0,0,0,0,410.0,349,14
116.330578,39.966964,38.76,1,0,1,1,0.08,1,1,9,2006,1,0,0,0,0,0,0,0,0,1,324.0,303,6
116.317831,40.039,138.78,3,2,1,2,0.5,0,0,6,1999,0,0,0,1,0,1,0,0,0,0,1191.0,1014,14
116.391353,39.99299,134.17,2,1,1,2,0.375,1,1,32,2000,1,0,0,0,0,0,0,0,0,1,636.0,785,-23
116.447018,39.939067,62.1,2,1,1,1,0.25,1,1,16,1988,1,0,0,0,0,0,0,0,0,1,685.0,499,27
116.233381,39.896656,78.41,2,1,1,1,0.333,1,0,23,2004,1,0,0,0,0,0,0,0,0,1,460.0,404,12
116.430848,39.869676,86.15,3,1,1,1,0.222,1,1,25,1992,1,0,0,0,0,0,0,0,0,1,679.0,406,40
116.154608,39.726495,81.0,2,1,1,1,0.25,1,0,15,2013,0,0,0,1,0,0,0,0,0,1,278.0,249,10
116.525916,39.922787,68.17,1,1,1,1,0.25,1,1,18,1997,1,0,0,0,0,0,0,0,0,1,207.0,311,-50
116.220283,40.043636,45.57,1,1,1,1,0.2,1,0,8,2010,0,0,1,0,0,0,0,0,0,1,200.0,311,-55
116.482231,40.009521,95.52,2,1,1,1,0.375,1,1,28,1999,1,0,0,0,0,0,0,0,0,1,625.0,537,14
116.504346,39.881279,161.29,3,2,1,2,0.333,0,1,6,2002,0,0,0,1,0,1,0,0,0,0,720.0,540,24
116.491073,39.936639,61.4,2,1,1,1,0.5,0,1,7,1987,0,0,0,1,0,1,0,0,0,0,252.0,334,-32
116.636774,39.918867,86.89,2,1,1,1,0.5,0,0,6,2001,0,0,0,1,0,1,0,0,0,0,230.0,307,-33
116.423876,40.13081500000001,210.35,4,3,1,3,0.5,0,0,6,2001,0,0,0,1,0,1,0,0,0,0,300.0,514,-71
116.287719,39.931907,77.45,2,1,1,1,0.5,0,0,6,1996,0,0,0,1,0,0,0,1,0,0,360.0,511,-42
116.367818,39.959568,68.38,2,1,1,1,0.16699999999999998,1,0,26,1999,1,0,0,0,0,0,0,0,0,1,632.0,565,10
116.367818,39.959568,124.87,3,2,1,2,0.25,1,0,25,2001,1,0,0,0,0,0,0,0,0,1,777.0,949,-22
116.318055,39.770087,87.68,2,2,1,1,0.667,1,0,18,2012,0,0,0,1,0,0,0,0,0,1,333.0,386,-16
116.350909,39.745849,60.23,2,1,1,1,0.5,0,1,7,1989,0,0,0,1,0,1,0,0,0,0,164.0,200,-22
116.224768,39.904248,64.85,2,1,1,1,0.25,1,0,22,1995,1,0,0,0,0,0,0,0,0,1,241.0,361,-49
116.418802,40.010659,70.11,1,1,1,1,0.444,1,1,30,2008,1,0,0,0,0,0,0,0,0,1,470.0,533,-13
116.16608,39.77107700000001,91.63,3,1,1,1,0.5,1,0,11,2011,0,0,0,1,0,0,0,0,0,1,365.0,263,27
116.605975,39.930129,137.18,6,4,1,4,1.0,1,1,18,2013,1,0,0,0,0,0,0,0,0,1,1166.6,769,34
116.484508,39.93403,70.67,2,1,1,1,0.25,1,1,18,1992,1,0,0,0,0,0,0,0,0,1,290.0,389,-34
116.203021,39.929599,87.36,2,1,1,1,0.333,1,0,16,1995,0,0,0,1,0,0,0,0,0,1,405.0,340,16
116.347685,39.792197,63.0,1,1,1,1,0.5,1,0,21,2014,0,0,0,1,0,0,0,0,0,1,290.0,264,8
116.426734,40.066064,68.0,2,1,1,1,0.5,0,1,6,1999,0,0,0,1,0,1,0,0,0,0,248.0,286,-15
116.454794,39.976135,116.46,3,1,1,2,0.5,1,1,16,2013,0,0,0,1,0,0,0,0,0,1,1570.0,1088,30
116.54671,39.76028400000001,71.59,2,1,1,1,0.5,0,0,6,2003,0,0,0,1,0,1,0,0,0,0,260.0,237,8
116.454135,39.850772,46.89,1,1,1,1,0.192,1,1,23,2011,1,0,0,0,0,0,0,0,0,1,159.0,186,-17
116.172299,39.931943,99.18,2,1,1,1,0.375,1,1,24,2003,1,0,0,0,0,0,0,0,0,1,445.0,377,15
116.287408,39.906807,141.31,3,1,1,2,0.182,1,0,18,2000,1,0,0,0,0,0,0,0,0,1,537.0,748,-39
116.255917,39.88042100000001,60.41,2,1,1,1,0.667,1,0,13,2007,0,0,0,1,0,0,0,0,0,1,259.8,321,-23
116.320535,39.890098,58.39,2,1,1,1,0.333,0,1,6,1993,0,0,0,1,0,1,0,0,0,0,351.5,321,8
116.154608,39.726495,90.23,2,2,1,1,0.25,1,1,15,2008,0,0,0,1,0,0,0,0,0,1,210.0,205,1
116.326721,39.885419,130.9,3,2,1,2,0.5,1,0,9,2007,0,0,0,1,0,0,0,0,0,1,861.0,839,2
116.522105,39.922247,56.0,2,1,1,1,0.5,0,1,6,1992,0,0,0,1,0,1,0,0,0,0,295.0,287,2
116.399018,39.978141,65.6,2,1,1,1,1.0,1,1,12,1998,0,0,1,0,0,0,0,0,0,1,575.0,660,-14
116.400533,39.962226,36.56,1,1,1,1,0.333,0,1,5,1980,0,0,0,1,0,0,0,1,0,0,521.0,416,20
116.704315,39.92475,49.48,1,1,1,1,0.16699999999999998,1,0,10,2004,0,0,1,0,0,0,0,0,0,1,335.0,264,21
116.372422,39.944412,117.1,3,1,1,2,0.5,0,1,6,1997,0,0,0,1,0,1,0,0,0,0,1055.0,1029,2
116.565224,39.954527,92.2,2,2,1,1,0.5,0,0,6,2005,0,0,0,1,0,1,0,0,0,0,310.0,370,-19
116.377179,39.88737,44.26,1,1,1,1,0.059,0,1,6,1996,0,0,0,1,0,1,0,0,0,0,292.0,344,-18
116.416117,39.999631,50.64,1,2,1,1,0.25,1,0,25,1990,1,0,0,0,0,0,0,0,0,1,363.0,333,8
116.324898,39.891441,40.94,1,1,1,1,0.333,0,1,6,1990,0,0,0,1,0,1,0,0,0,0,280.0,257,7
116.421876,40.008585,85.11,2,1,1,1,1.0,1,1,13,2000,0,0,0,1,0,0,0,0,0,1,345.0,518,-50
116.670101,40.118729,78.61,2,1,1,1,1.5,1,0,16,2002,1,0,0,0,0,1,0,0,0,0,263.0,249,5
116.347196,39.884733,86.78,2,1,1,1,0.2,1,0,18,1993,1,0,0,0,0,0,0,0,0,1,750.0,625,16
116.239386,40.222199,62.35,2,1,1,1,0.333,0,1,6,1988,0,0,0,1,0,1,0,0,0,0,225.0,223,0
116.669688,39.882768,78.15,2,2,1,1,0.5,0,0,6,2000,0,0,0,1,0,0,0,1,0,0,267.0,345,-29
116.428411,40.135623,81.39,2,1,1,1,0.5,0,0,6,2003,0,0,0,1,0,1,0,0,0,0,349.0,255,26
116.308081,39.951777,56.0,2,1,1,1,0.222,1,0,23,1998,1,0,0,0,0,0,0,0,0,1,608.0,475,21
116.534997,39.928559,123.18,3,1,1,2,0.222,1,1,24,2003,1,0,0,0,0,0,0,0,0,1,632.0,506,19
116.476687,39.988644,55.59,2,1,1,1,0.333,0,1,6,1993,0,0,0,1,0,1,0,0,0,0,258.0,386,-49
116.480977,39.886406,64.6,2,1,1,1,0.333,0,1,6,1992,0,0,0,1,0,1,0,0,0,0,415.0,315,23
116.385135,39.977329,55.0,1,0,1,1,0.345,1,1,30,2010,1,0,0,0,0,0,0,0,0,1,212.0,220,-3
116.323633,40.084686,48.0,1,1,1,1,0.333,0,0,4,1983,0,0,0,1,0,1,0,0,0,0,330.0,220,33
116.444593,39.988411,95.04,2,1,1,1,0.17600000000000002,1,1,14,1999,0,0,1,0,0,0,0,0,0,1,625.0,714,-14
116.424796,39.956911,104.98,1,0,0,2,0.2,1,1,6,2005,0,0,0,1,0,0,0,0,0,1,700.0,743,-6
116.413853,39.923636,41.6,1,1,1,1,0.333,0,1,6,1987,0,0,0,1,0,0,0,1,0,0,454.0,403,11
116.42022,40.044807,108.77,2,1,1,2,0.444,1,1,32,2008,1,0,0,0,0,0,0,0,0,1,414.5,568,-37
116.422099,40.050196,59.53,1,0,1,1,0.211,1,1,19,2008,0,0,1,0,0,0,0,0,0,1,335.5,285,14
116.432684,40.077562,138.4,3,1,1,2,0.25,1,0,20,2008,1,0,0,0,0,0,0,0,0,1,480.0,507,-5
116.505445,39.939085,93.44,2,1,1,1,0.333,1,0,21,2001,1,0,0,0,0,0,0,0,0,1,608.5,458,24
116.305063,39.91533,62.4,2,1,1,1,0.2,0,1,6,1998,0,0,0,1,0,1,0,0,0,0,518.0,526,-1
116.416187,39.969551,56.63,2,1,1,1,0.5,0,1,6,1994,0,0,0,1,0,1,0,0,0,0,567.0,401,29
116.427682,40.050832,107.02,2,2,1,2,0.3,1,0,25,2004,1,0,0,0,0,0,0,0,0,1,576.0,498,13
116.16293799999998,39.939005,62.34,2,1,0,1,0.28600000000000003,1,0,16,1988,1,0,0,0,0,0,0,0,0,1,236.0,198,15
116.21005,39.919736,51.56,1,1,1,1,0.28600000000000003,1,0,18,1988,1,0,0,0,0,0,0,0,0,1,153.5,201,-31
116.351677,39.980567,47.46,1,1,1,1,0.333,0,1,9,1997,0,0,0,1,0,0,0,0,0,1,439.9,377,14
116.422295,40.133927,80.07,2,1,1,1,0.333,0,0,6,1997,0,0,0,1,0,1,0,0,0,0,163.0,240,-47
116.648422,40.137571,80.22,2,2,1,1,0.5,0,1,6,1994,0,0,0,1,0,1,0,0,0,0,306.0,230,24
116.511523,39.938707,121.72,3,2,1,1,0.2,1,0,21,2002,1,0,0,0,0,0,0,0,0,1,480.0,504,-5
116.433791,39.966931,82.09,3,1,1,1,0.083,1,1,9,1991,0,0,0,1,0,0,0,0,0,1,678.0,604,10
116.377294,39.920914,69.0,2,1,1,1,0.5,0,1,7,2000,0,0,0,1,0,1,0,0,0,0,920.0,787,14
116.375444,39.812496,58.0,2,1,1,1,0.5,1,1,16,2009,0,0,0,1,0,0,0,0,0,1,255.0,275,-8
116.447278,39.852879,62.4,1,1,1,1,0.25,1,1,20,2010,1,0,0,0,0,0,0,0,0,1,407.0,390,4
116.440269,39.809427,75.5,2,1,1,1,0.5,0,0,6,1995,0,0,0,1,0,1,0,0,0,0,319.0,248,22
116.154608,39.726495,88.22,2,1,1,2,0.5,1,0,15,2013,0,0,0,1,0,0,0,0,0,1,248.0,346,-39
116.564416,39.909334,89.39,2,1,1,1,0.5,0,0,6,2004,0,0,0,1,0,1,0,0,0,0,310.0,339,-9
116.474014,39.913424,76.97,3,1,1,1,0.125,1,1,14,1985,0,0,1,0,0,0,0,0,0,1,460.0,426,7
116.446995,39.961109,106.64,3,1,1,2,0.333,0,0,6,1993,0,0,0,1,0,0,0,1,0,0,740.0,668,9
116.486595,39.917578000000006,81.0,1,1,1,1,0.5,1,1,23,2006,1,0,0,0,0,0,0,0,0,1,750.0,621,17
116.270328,39.858193,53.0,1,1,1,1,0.25,1,0,21,2003,1,0,0,0,0,0,0,0,0,1,205.0,185,9
116.343245,39.900529,40.0,1,0,1,1,0.12,1,1,16,2007,1,0,0,0,0,0,0,0,0,1,320.0,316,1
116.419632,40.049247,52.2,1,1,1,1,0.333,0,1,6,2001,0,0,0,1,0,1,0,0,0,0,208.5,267,-28
116.421876,40.008585,94.35,2,1,1,1,0.2,1,1,26,1999,1,0,0,0,0,0,0,0,0,1,675.0,543,19
116.386362,40.083951,81.75,2,1,1,1,0.333,1,0,10,2015,0,0,0,1,0,0,0,0,0,1,413.0,431,-4
116.632799,40.031538,35.44,1,1,1,1,0.25,0,0,6,1999,0,0,0,1,0,1,0,0,0,0,134.5,144,-7
116.320535,39.890098,45.07,1,1,1,1,0.059,1,1,15,1991,1,0,0,0,0,0,0,0,0,1,158.0,217,-37
116.476921,39.983744,42.43,1,1,1,1,0.25,0,0,6,1999,0,0,0,1,0,1,0,0,0,0,350.0,249,28
116.288983,39.964722,76.85,2,1,1,1,0.16699999999999998,1,1,17,2007,1,0,0,0,0,0,0,0,0,1,769.0,632,17
116.385656,39.875477,74.1,2,1,1,1,0.25,1,1,16,1982,1,0,0,0,0,0,0,0,0,1,248.0,420,-69
116.177349,39.9324,85.82,2,1,1,1,0.3,1,1,24,2003,1,0,0,0,0,0,0,0,0,1,500.0,352,29
116.315031,39.842469,100.73,2,1,1,1,0.25,1,0,21,2006,1,0,0,0,0,0,0,0,0,1,382.0,465,-21
116.16608,39.77107700000001,88.0,2,1,1,1,0.4,1,0,14,2011,1,0,0,0,0,0,0,0,0,1,227.0,242,-6
116.42171299999998,39.971435,84.99,2,1,1,1,0.25,1,1,18,1998,1,0,0,0,0,0,0,0,0,1,590.0,553,6
116.482231,40.009521,51.26,1,1,1,1,0.3,1,1,28,2008,1,0,0,0,0,0,0,0,0,1,345.0,296,13
116.423988,39.972523,138.82,3,1,1,2,0.333,1,1,14,2002,0,0,1,0,0,0,0,0,0,1,1180.0,915,22
116.344093,39.814005,60.0,1,1,1,1,0.333,1,0,9,2011,0,0,0,1,0,0,0,0,0,1,270.0,254,5
116.388556,39.984576,60.2,2,1,1,1,0.333,0,1,5,1982,0,0,0,1,0,0,0,1,0,0,476.0,443,6
116.202122,39.928963,101.47,2,2,1,1,0.5,0,0,18,2001,0,0,1,0,0,0,0,0,0,1,590.0,481,18
116.518854,39.939588,115.0,3,1,1,2,0.5,1,0,27,2006,0,0,1,0,0,0,0,0,0,1,722.0,626,13
116.36956,39.88936500000001,82.0,2,1,1,1,0.25,1,1,24,2004,1,0,0,0,0,0,0,0,0,1,565.0,607,-7
116.647356,39.896263,102.09,2,2,1,2,0.5,0,0,6,2002,0,0,0,1,0,1,0,0,0,0,405.0,421,-3
116.448876,39.901694,63.35,1,1,1,1,0.25,1,1,27,2004,1,0,0,0,0,0,0,0,0,1,412.0,461,-11
116.479017,39.950244,46.22,1,1,1,1,0.333,0,1,6,1984,0,0,0,1,0,1,0,0,0,0,225.0,281,-25
116.362306,40.035119,117.86,3,2,1,1,0.125,1,1,13,2003,0,0,1,0,0,0,0,0,0,1,575.0,571,0
116.462185,39.884984,47.94,1,1,1,1,0.2,1,1,18,1998,1,0,0,0,0,0,0,0,0,1,210.0,277,-32
116.340633,39.891697,55.77,2,1,1,1,0.2,0,1,6,1980,0,0,0,1,0,1,0,0,0,0,477.0,425,10
116.454898,39.931723,38.08,1,1,1,1,0.333,0,1,6,1988,0,0,0,1,0,1,0,0,0,0,230.0,281,-22
116.482982,39.900337,177.54,3,2,1,2,0.667,1,1,22,2005,0,0,0,1,0,0,0,0,0,1,930.0,1166,-25
116.401854,39.861344,48.3,1,0,1,1,0.214,1,0,24,2005,1,0,0,0,0,0,0,0,0,1,178.0,204,-14
116.51803,39.873921,52.6,2,1,1,1,0.333,0,0,6,1987,0,0,0,1,0,1,0,0,0,0,213.8,205,3
116.329472,39.977829,71.0,3,1,1,1,0.333,0,1,6,1985,0,0,0,1,0,0,0,1,0,0,536.0,614,-14
116.349167,39.74205900000001,103.26,2,1,1,1,0.333,1,0,15,2007,0,0,1,0,0,0,0,0,0,1,343.0,357,-4
116.420154,40.056617,36.61,1,0,1,1,0.047,1,1,14,2007,0,0,1,0,0,0,0,0,0,1,60.0,92,-54
116.676119,39.887571,89.0,2,1,1,1,0.5,1,1,13,2005,0,0,0,1,0,0,0,0,0,1,459.0,374,18
116.312131,39.970749,47.0,1,1,1,1,0.5,0,1,6,1995,0,0,0,1,0,1,0,0,0,0,462.0,401,13
116.386555,40.0865,89.31,2,2,1,1,0.333,1,0,9,2009,0,0,0,1,0,0,0,0,0,1,349.0,342,1
116.500091,39.901583,199.61,4,2,1,2,0.667,1,1,13,2005,0,0,0,1,0,0,0,0,0,1,980.0,1297,-32
116.445582,39.974979,48.83,2,1,1,1,0.25,1,1,20,1990,1,0,0,0,0,0,0,0,0,1,356.0,294,17
116.638919,39.900576,62.89,1,1,1,1,0.16699999999999998,1,0,22,2009,1,0,0,0,0,0,0,0,0,1,334.0,284,14
116.48072,39.884041,70.45,2,1,1,1,0.333,0,1,6,1995,0,0,0,1,0,1,0,0,0,0,300.0,364,-21
116.353434,39.940291,38.6,1,1,1,1,0.333,1,1,18,1985,1,0,0,0,0,0,0,0,0,1,422.0,416,1
116.512916,39.864254,85.76,2,1,1,1,0.5,1,0,11,2008,0,0,1,0,0,0,0,0,0,1,435.0,394,9
116.296408,40.039756,63.29,2,1,1,1,0.5,0,0,6,1995,0,0,0,1,0,1,0,0,0,0,442.0,398,9
116.343502,39.894784,48.79,1,0,1,1,0.211,1,1,26,2008,1,0,0,0,0,0,0,0,0,1,326.5,382,-17
116.445972,39.985587,86.09,2,1,1,2,0.3,1,1,16,2012,0,0,0,1,0,0,0,0,0,1,1200.0,881,26
116.429949,39.963187,47.75,1,1,1,1,0.28600000000000003,1,1,18,1993,1,0,0,0,0,0,0,0,0,1,520.0,387,25
116.199293,39.938056,61.33,2,1,1,1,0.333,0,0,6,1993,0,0,0,1,0,1,0,0,0,0,290.0,280,3
116.352035,39.916799,56.9,2,1,1,1,0.25,1,1,16,1995,1,0,0,0,0,1,0,0,0,0,513.0,539,-5
116.364039,39.848137,64.44,2,1,1,1,0.5,0,1,6,1998,0,0,0,1,0,1,0,0,0,0,281.5,365,-29
116.311776,40.084907,110.88,3,1,1,1,0.333,1,0,10,2005,0,0,1,0,0,0,0,0,0,1,490.0,419,14
116.474383,39.90218400000001,138.73,3,1,1,2,0.5,1,1,9,2007,0,0,0,1,0,0,0,0,0,1,950.0,1120,-17
116.336244,39.932195,68.7,2,1,1,1,0.333,0,1,5,1980,0,0,0,1,0,1,0,0,0,0,552.0,558,-1
116.354329,39.88607800000001,55.52,1,1,1,1,0.333,1,0,21,2005,1,0,0,0,0,0,0,0,0,1,282.0,423,-50
116.265725,40.057734,122.18,3,1,1,2,0.5,1,1,6,2004,0,0,0,1,0,0,0,0,0,1,950.0,910,4
116.360016,39.939659000000006,35.7,1,1,1,1,0.333,0,1,5,1977,0,0,0,1,0,1,0,0,0,0,276.0,385,-39
116.636774,39.918867,63.72,1,1,1,1,0.5,0,0,6,1999,0,0,0,1,0,1,0,0,0,0,224.5,242,-8
116.493655,39.905367,55.45,1,1,1,1,0.28600000000000003,1,1,20,2004,0,0,1,0,0,0,0,0,0,1,389.0,351,9
116.34663,40.096608,99.53,2,1,1,1,0.333,1,1,6,2004,0,0,0,1,0,1,0,0,0,0,303.0,430,-42
116.423115,39.676405,89.12,2,1,1,1,0.333,0,0,6,2012,0,0,0,1,0,0,0,0,0,1,251.0,256,-2
116.565224,39.954527,105.13,2,1,1,1,0.5,0,0,6,2005,0,0,0,1,0,1,0,0,0,0,457.0,416,8
116.418802,40.010659,98.0,2,1,1,1,0.444,1,1,30,2008,1,0,0,0,0,0,0,0,0,1,702.0,715,-1
116.309984,39.96579000000001,51.72,1,1,1,1,0.2,1,1,20,1991,1,0,0,0,0,0,0,0,0,1,490.0,427,12
116.342088,39.749733,56.79,2,1,1,1,0.5,0,1,6,1990,0,0,0,1,0,1,0,0,0,0,268.0,195,27
116.418248,39.964378,65.43,2,1,1,1,0.333,0,1,6,1990,0,0,0,1,0,1,0,0,0,0,530.0,531,0
116.474014,39.913424,76.96,3,1,1,1,0.125,1,1,14,1985,0,0,1,0,0,0,0,0,0,1,373.8,426,-14
116.445785,40.077726,120.18,3,1,1,1,0.5,0,0,7,2002,0,0,0,1,0,1,0,0,0,0,497.0,379,23
116.341759,39.755588,88.0,2,2,1,1,0.5,1,1,18,2007,0,0,1,0,0,0,0,0,0,1,450.0,376,16
116.420181,39.971161,103.64,3,1,1,2,0.5,0,1,7,1996,0,0,0,1,0,1,0,0,0,0,580.0,815,-40
116.225111,39.761305,88.71,3,2,1,1,0.5,1,0,15,2012,0,0,0,1,0,0,0,0,0,1,232.0,316,-36
116.308505,39.839489,68.7,1,1,1,1,0.214,1,1,30,2001,1,0,0,0,0,0,0,0,0,1,470.0,393,16
116.656342,39.900279,79.39,2,2,1,1,0.5,0,1,7,2002,0,0,0,1,0,1,0,0,0,0,423.7,361,14
116.489254,40.006445,110.1,2,2,1,1,0.5,1,1,25,2006,0,0,1,0,0,0,0,0,0,1,805.0,742,7
116.349984,39.992769,53.75,2,1,1,1,0.5,0,0,6,1988,0,0,0,1,0,0,0,1,0,0,505.0,409,18
116.609957,39.91983,91.8,2,1,1,1,0.4,1,1,28,2009,0,0,1,0,0,0,0,0,0,1,503.0,438,12
116.491703,39.929224,110.63,3,1,1,1,0.16699999999999998,1,1,26,1999,1,0,0,0,0,0,0,0,0,1,628.0,572,8
116.386248,40.069552,86.76,2,1,1,1,0.5,1,0,18,2009,0,0,1,0,0,0,0,0,0,1,520.0,505,2
116.328915,40.088074,123.53,3,2,1,2,0.5,0,1,7,2000,0,0,0,1,0,1,0,0,0,0,380.0,429,-12
116.152698,40.116606,85.62,2,1,1,1,0.333,0,0,6,2009,0,0,0,1,0,1,0,0,0,0,320.0,316,1
116.322609,40.089206,97.59,2,1,1,1,0.5,0,0,6,2008,0,0,0,1,0,1,0,0,0,0,328.0,344,-4
116.335491,39.780886,132.49,3,2,1,2,0.667,1,0,20,2010,0,0,1,0,0,0,0,0,0,1,660.0,486,26
116.369971,39.856204,62.85,1,1,1,1,0.25,1,1,24,2002,1,0,0,0,0,0,0,0,0,1,355.0,319,10
116.369672,40.021,94.23,2,2,1,1,0.333,1,0,15,2003,0,0,1,0,0,0,0,0,0,1,538.0,592,-10
116.222039,39.765773,88.0,2,1,1,1,0.5,1,1,18,2014,0,0,1,0,0,0,0,0,0,1,300.0,380,-26
116.38343,39.967454,91.3,3,1,1,1,0.5,0,0,6,1996,0,0,0,1,0,1,0,0,0,0,960.0,907,5
116.188426,39.935915,74.43,2,1,1,1,0.28600000000000003,1,1,16,1995,1,0,0,0,0,0,0,0,0,1,386.0,313,18
116.35699,40.093976,88.88,2,1,1,1,0.5,0,1,6,2005,0,0,0,1,0,1,0,0,0,0,236.0,338,-43
116.270328,39.858193,136.41,3,2,1,2,0.3,1,0,21,2003,1,0,0,0,0,0,0,0,0,1,286.0,449,-57
116.609116,39.903738,90.44,3,1,1,1,0.5,1,0,6,2009,0,0,0,1,0,0,0,0,0,1,505.0,443,12
116.475833,40.01461,118.59,2,2,1,2,0.5,1,1,21,2008,0,0,1,0,0,0,0,0,0,1,845.0,896,-6
116.495541,39.796534,57.26,2,1,1,1,0.333,0,0,6,2003,0,0,0,1,0,1,0,0,0,0,350.0,311,11
116.218729,40.22150900000001,60.0,2,1,1,1,0.333,0,0,6,1998,0,0,0,1,0,1,0,0,0,0,186.0,182,2
116.670101,40.118729,101.56,2,1,1,1,0.375,1,0,18,2003,1,0,0,0,0,1,0,0,0,0,386.0,295,23
116.380727,40.01826,156.45,3,2,1,2,0.5,1,1,12,2004,0,0,0,1,0,0,0,0,0,1,1460.0,1098,24
116.606428,39.904029,88.0,3,1,1,1,0.5,1,0,6,2012,0,0,0,1,0,0,0,0,0,1,397.0,421,-6
116.39033899999998,39.979085,220.66,4,2,1,2,0.5,1,1,15,1999,1,0,0,0,0,0,0,0,0,1,1460.0,1180,19
116.334045,39.757413,74.3,2,1,1,1,0.5,0,1,7,1994,0,0,0,1,0,1,0,0,0,0,322.0,277,13
116.445165,40.044682,65.43,1,1,1,1,0.333,1,0,7,2004,0,0,0,1,0,1,0,0,0,0,480.0,414,13
116.670101,40.118729,71.96,2,1,1,1,0.5,0,0,6,1996,0,0,0,1,0,1,0,0,0,0,190.0,239,-26
116.354792,39.885022,53.0,2,1,1,1,0.333,0,0,5,1979,0,0,0,1,0,0,0,1,0,0,370.0,395,-6
116.670101,40.118729,73.61,1,2,1,1,0.5,0,0,6,1999,0,0,0,1,0,1,0,0,0,0,220.0,240,-9
116.342217,39.987247,63.3,2,1,1,1,0.5,0,1,6,1995,0,0,0,1,0,1,0,0,0,0,600.0,625,-4
116.331607,39.777363,77.6,2,1,1,1,0.333,0,1,6,2007,0,0,0,1,0,1,0,0,0,0,428.0,320,25
116.34663,40.096608,86.28,2,1,1,1,0.16699999999999998,1,1,11,2006,1,0,0,0,0,0,0,0,0,1,340.0,369,-8
116.34141,39.855605,55.03,2,1,1,1,0.5,0,1,6,1992,0,0,0,1,0,1,0,0,0,0,173.0,260,-50
116.406986,39.971716,115.56,3,1,1,1,0.28600000000000003,1,1,18,1998,1,0,0,0,0,0,0,0,0,1,1050.0,950,9
116.437847,39.933684,85.88,3,1,1,1,0.25,1,1,12,2003,0,0,0,1,0,0,0,0,0,1,1090.0,917,15
116.441781,39.991956,58.67,1,1,1,1,0.16699999999999998,1,0,24,2002,1,0,0,0,0,0,0,0,0,1,485.0,398,17
116.388124,39.907788,72.77,2,1,1,1,0.25,0,1,6,2004,0,0,0,1,0,0,0,0,0,1,900.0,800,11
116.382471,40.08696,59.98,1,1,1,1,0.333,0,0,6,2003,0,0,0,1,0,1,0,0,0,0,323.0,268,16
116.265066,40.166068,29.43,1,0,1,1,0.125,1,0,18,2010,0,0,0,1,0,0,0,0,0,1,160.0,142,10
116.454903,39.882809,40.11,1,1,1,1,0.333,0,0,6,1980,0,0,0,1,0,1,0,0,0,0,256.0,206,19
116.522105,39.922247,76.97,3,1,1,1,0.333,0,0,6,1993,0,0,0,1,0,1,0,0,0,0,256.5,358,-39
116.349009,40.074638,79.62,2,1,1,1,0.333,0,1,6,2004,0,0,0,1,0,1,0,0,0,0,397.0,335,15
116.117724,39.941152,120.13,3,1,1,2,0.5,1,0,16,2005,0,0,1,0,0,0,0,0,0,1,292.0,385,-32
116.418443,39.866651,96.59,2,1,1,2,0.2,0,1,6,1984,0,0,0,1,0,0,0,1,0,0,250.0,468,-87
116.296249,39.949325,104.23,2,1,1,1,0.25,1,1,17,2000,1,0,0,0,0,0,0,0,0,1,855.0,791,7
116.480977,39.886406,57.39,2,1,1,1,0.14300000000000002,0,1,18,1989,1,0,0,0,0,0,0,0,0,1,240.0,275,-14
116.294677,39.950052,56.0,2,1,1,1,0.5,0,1,4,1992,0,0,0,1,0,1,0,0,0,0,523.0,445,14
116.386999,39.988814,63.52,2,1,1,1,0.5,0,1,6,1992,0,0,0,1,0,1,0,0,0,0,291.0,391,-34
116.490901,39.97819000000001,70.14,2,1,1,1,0.5,0,1,6,1986,0,0,0,1,0,1,0,0,0,0,248.0,348,-40
116.665923,40.186753,115.0,3,2,1,2,0.333,1,0,11,2011,0,0,0,1,0,0,0,0,0,1,470.0,452,3
116.529466,39.928033,38.32,1,2,1,2,0.154,1,1,16,2007,1,0,0,0,0,0,0,0,0,1,375.0,386,-3
116.571023,39.909615,106.86,2,1,1,1,0.5,1,0,11,2005,0,0,0,1,0,0,0,0,0,1,438.0,396,9
116.41678,40.071013,158.67,3,1,1,2,0.5,1,1,13,2001,0,0,0,1,0,1,0,0,0,0,570.0,507,10
116.609957,39.91983,69.65,1,2,1,1,0.4,1,0,28,2011,0,0,1,0,0,0,0,0,0,1,376.0,304,18
116.476687,39.988644,55.24,2,1,1,1,0.333,0,0,6,1993,0,0,0,1,0,1,0,0,0,0,360.0,366,-1
116.333042,40.037213,43.0,2,1,1,1,0.333,0,1,6,1993,0,0,0,1,0,1,0,0,0,0,367.6,278,24
116.464891,39.964349,64.98,1,1,1,1,0.333,1,1,23,2002,0,0,1,0,0,0,0,0,0,1,290.0,426,-47
116.422681,39.85781400000001,146.05,3,2,1,2,0.28600000000000003,1,1,18,2009,1,0,0,0,0,0,0,0,0,1,580.8,638,-9
116.612342,39.935122,89.3,2,2,1,1,0.333,1,1,29,2010,1,0,0,0,0,0,0,0,0,1,306.5,311,-1
